22:04:58 INFO  manager.ApplicationManager - Tests start on Chrome
22:05:03 INFO  manager.TestNGListener - Test started
22:05:03 INFO  tests.TestBase - Test testRegistrationPositiveDTO started
22:05:03 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:05:08 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:05:08 INFO  manager.TestNGListener - TesttestRegistrationPositiveDTO started
22:05:08 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Sign up ']
22:05:08 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Sign up '] is found
22:05:08 INFO  tests.TestBase - openRegistrationForm invoked
22:05:08 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='name']
22:05:08 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='name'] is found
22:05:08 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='lastName']
22:05:08 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='lastName'] is found
22:05:09 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
22:05:09 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
22:05:09 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
22:05:09 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
22:05:09 INFO  tests.TestBase - fillRegistrationForm invoked
22:05:09 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@type='submit']
22:05:09 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@type='submit'] is found
22:05:09 INFO  tests.TestBase - submitRegistrationForm invoked
22:05:09 INFO  tests.TestBase - registrationPositive starts successfully with credentials: login joe_1234@gmail.com password $Asdf1234
22:05:09 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:05:14 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:05:14 INFO  manager.TestNGListener - Test
22:05:15 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
22:05:15 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
22:05:15 INFO  tests.TestBase - ================================
22:05:15 INFO  tests.TestBase - Test testRegistrationPositiveDTO started
22:05:15 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:05:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:05:20 INFO  manager.TestNGListener - TesttestRegistrationPositiveDTO started
22:05:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Sign up ']
22:05:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Sign up '] is found
22:05:20 INFO  tests.TestBase - openRegistrationForm invoked
22:05:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='name']
22:05:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='name'] is found
22:05:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='lastName']
22:05:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='lastName'] is found
22:05:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
22:05:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
22:05:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
22:05:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
22:05:20 INFO  tests.TestBase - fillRegistrationForm invoked
22:05:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@type='submit']
